Source,Mechanism,TripleCount
LLM-fulltext,Monocyte_Count_and_IL-6_Level,1
LLM-fulltext,Monocyte_Expansion,3
LLM-fulltext,Monocyte_Implication,1
LLM-fulltext,Monocyte_Trafficking,1
LLM-fulltext,Monocyte_and_Neutrophil_Induction,2
LLM-fulltext,Mononuclear_Phagocyte_Overactivation,7
LLM-fulltext,Mononuclear_cells_adhesion_and_transmigration,1
LLM-fulltext,Morphological_Shift,1
LLM-fulltext,Multi-Organ_Failure,1
LLM-fulltext,Multi-hit_phenomenon,3
LLM-fulltext,Multiple_Organ_Failure,1
LLM-fulltext,Multiple_Organ_Failures,1
LLM-fulltext,Multiple_Organs_Failure,1
LLM-fulltext,Multisystem_Inflammatory_Syndrome,3
LLM-fulltext,Muscular_damage,1
LLM-fulltext,Myelin_Loss,1
LLM-fulltext,Myelin_Sheath_Damage,1
LLM-fulltext,Myelin_sheath_destruction,1
LLM-fulltext,NCAP_Impact_on_Tau_in_vivo,1
LLM-fulltext,NCAP_Induced_Condensates,1
LLM-fulltext,NCAP_induced_Tau_pathology,4
LLM-fulltext,NET_Release,1
LLM-fulltext,NET_formation,1
LLM-fulltext,NETosis,1
LLM-fulltext,NETs_Contribution,1
LLM-fulltext,NF-κB_Activation,13
LLM-fulltext,NF-κB_Translocation,1
LLM-fulltext,NLRP3_Inflammasome_Activation,16
LLM-fulltext,NLRP3_Inflammasome_Hyperactivation,3
LLM-fulltext,NLRP3_inflammasome_activation,38
LLM-fulltext,NLR_Activation,4
LLM-fulltext,NMDA_Receptor_Phosphorylation,1
LLM-fulltext,NOS_Depletion,1
LLM-fulltext,NO_Deficiency,1
LLM-fulltext,NRF2_Activation,2
LLM-fulltext,NRP1_expression_in_CNS,1
LLM-fulltext,Na+/K+_Equilibrium_Dysregulation,1
LLM-fulltext,Na_and_K_action_potential_disturbance,1
LLM-fulltext,Na_and_K_dysregulation,1
LLM-fulltext,Nasal_Mucosa_Swelling,1
LLM-fulltext,Neoepitope_Formation,1
LLM-fulltext,Nerve_Axon_Damage,1
LLM-fulltext,Nerve_Damage,1
LLM-fulltext,Nerve_Destruction,1
LLM-fulltext,Nervous_Functional_Disorders,1
LLM-fulltext,Nervous_System_Damage,1
LLM-fulltext,Nervous_System_Entry,1
LLM-fulltext,Nervous_Tissue_Damage,1
LLM-fulltext,Neural_Circuitry_Damage,1
LLM-fulltext,Neural_Damage,1
LLM-fulltext,Neural_Death,1
LLM-fulltext,Neural_Infection,1
LLM-fulltext,Neural_Stem_Cells_Exposure,1
LLM-fulltext,Neural_spread_via_BBB,2
LLM-fulltext,Neuraltherapeutic_Medicine_Modulation,2
LLM-fulltext,Neuro-Invasion,1
LLM-fulltext,Neuro-immune_communication_disruption,3
LLM-fulltext,Neuro-immune_communication_disturbance,5
LLM-fulltext,Neuro-immune_dysregulation,3
LLM-fulltext,Neuro-inflammation,5
LLM-fulltext,Neuro-inflammatory_Milieu,1
LLM-fulltext,Neuro-inflammatory_Pathways,1
LLM-fulltext,Neuro-invasion,1
LLM-fulltext,Neuro-invasion_by_SARS-CoV-2,17
LLM-fulltext,Neuro-invasive_potential,4
LLM-fulltext,Neuroaxonal_Damage,1
LLM-fulltext,Neurobehavioral_sequelae,1
LLM-fulltext,Neurocognitive_Damage,1
LLM-fulltext,Neurodegeneration,7
LLM-fulltext,Neurodegeneration_Acceleration,1
LLM-fulltext,Neurodegeneration_Progression,1
LLM-fulltext,Neurodegeneration_Resemblance,1
LLM-fulltext,Neurodegeneration_and_Demyelination,1
LLM-fulltext,Neurodegenerative_Biomarker_Elevation,1
LLM-fulltext,Neurodegenerative_Disorder_Development,1
LLM-fulltext,Neurodegenerative_and_Neuroinflammatory_Cascades,1
LLM-fulltext,Neurodegenerative_changes,4
LLM-fulltext,Neurodegenerative_disorders_progression,1
LLM-fulltext,Neurodegenerative_marker_increase,1
LLM-fulltext,Neurodevelopmental_Condition_Risk,1
LLM-fulltext,Neurodevelopmental_Consequences,1
LLM-fulltext,Neurofilament_Increase,1
LLM-fulltext,Neurofilament_Light_Chain_Elevation,1
LLM-fulltext,Neurogenic_Hypertension,1
LLM-fulltext,Neurogenic_Inflammation,4
LLM-fulltext,Neuroglia_Influence,1
LLM-fulltext,Neuroglial_Disturbances,1
LLM-fulltext,Neuroimmune_Activation,5
LLM-fulltext,Neuroimmune_Axis,1
LLM-fulltext,Neuroimmune_Effects,1
LLM-fulltext,Neuroimmune_Interactions,2
LLM-fulltext,Neuroimmune_Response_Activation,1
LLM-fulltext,Neuroimmune_Response_Hyperstimulation,1
LLM-fulltext,Neuroimmune_System_Activation,3
LLM-fulltext,Neuroimmune_circuit,2
LLM-fulltext,Neuroinfection,1
LLM-fulltext,Neuroinflammation,355
LLM-fulltext,Neuroinflammation_Activation,6
LLM-fulltext,Neuroinflammation_Barrier_Disruption,1
LLM-fulltext,Neuroinflammation_Induced_Neuronal_Death,4
LLM-fulltext,Neuroinflammation_Modulation,1
LLM-fulltext,Neuroinflammation_Outcome,1
LLM-fulltext,Neuroinflammation_and_Oxidative_Stress,3
LLM-fulltext,Neuroinflammatory_Cascade,1
LLM-fulltext,Neuroinflammatory_Cascade_Activation,1
LLM-fulltext,Neuroinflammatory_Changes,1
LLM-fulltext,Neuroinflammatory_Mechanisms,2
LLM-fulltext,Neuroinflammatory_Milieu,3
LLM-fulltext,Neuroinflammatory_Molecule_Release,1
LLM-fulltext,Neuroinflammatory_Processes,3
LLM-fulltext,Neuroinflammatory_Reactions,2
LLM-fulltext,Neuroinflammatory_Response,8
LLM-fulltext,Neuroinflammatory_and_Neurodegenerative_Cascades,1
LLM-fulltext,Neuroinvasion,42
LLM-fulltext,Neuroinvasion_Associated_Ischemia,1
LLM-fulltext,Neuroinvasion_Augmentation,1
LLM-fulltext,Neuroinvasion_Pathways,6
LLM-fulltext,Neuroinvasion_of_SARS-CoV-2,1
LLM-fulltext,Neuroinvasion_via_Blood_Circulation,2
LLM-fulltext,Neuroinvasion_via_Olfactory_Pathway,13
LLM-fulltext,Neuroinvasion_via_hematogenous_route,5
LLM-fulltext,Neuroinvasiveness,3
LLM-fulltext,Neurologic_Complications,1
LLM-fulltext,Neurologic_Outcome_Disruption,1
LLM-fulltext,Neurologic_Symptoms,3
LLM-fulltext,Neurological_Abnormalities,1
LLM-fulltext,Neurological_Complications_Risk,1
LLM-fulltext,Neurological_Consequences,2
LLM-fulltext,Neurological_Damage,2
LLM-fulltext,Neurological_Damage_Prediction,1
LLM-fulltext,Neurological_Disorders_Induced_By_Innate_Immune_Response,1
LLM-fulltext,Neurological_Impact,1
LLM-fulltext,Neurological_Manifestations,1
LLM-fulltext,Neurological_Sequelae_and_Neuropathological_Outcomes,1
LLM-fulltext,Neurological_Symptoms,3
LLM-fulltext,Neurological_and_Psychiatric_Consequences,1
LLM-fulltext,Neuromuscular_Mechanisms_of_Injury,1
LLM-fulltext,Neuron_Apoptosis,1
LLM-fulltext,Neuron_Death,1
LLM-fulltext,Neuron_Impairment,1
LLM-fulltext,Neuron_Invasion,1
LLM-fulltext,Neuron_Stimulation,1
LLM-fulltext,Neuron_damage,1
LLM-fulltext,Neuronal_Alterations,1
LLM-fulltext,Neuronal_Apoptosis,2
LLM-fulltext,Neuronal_Atrophy,1
LLM-fulltext,Neuronal_Autophagy_Impairment,1
LLM-fulltext,Neuronal_Cell_Death,3
LLM-fulltext,Neuronal_Cell_Loss,1
LLM-fulltext,Neuronal_Cell_Suffering,1
LLM-fulltext,Neuronal_Damage,16
LLM-fulltext,Neuronal_Damage/Degeneration,1
LLM-fulltext,Neuronal_Damage_Without_Inflammation,1
LLM-fulltext,Neuronal_Damage_in_Medulla_Oblongata,1
LLM-fulltext,Neuronal_Death,8
LLM-fulltext,Neuronal_Degeneration,1
LLM-fulltext,Neuronal_Depletion,1
LLM-fulltext,Neuronal_Dysfunction,2
LLM-fulltext,Neuronal_Dysfunction_and_Cell_Death,1
LLM-fulltext,Neuronal_Ferroptosis,1
LLM-fulltext,Neuronal_Hyperexcitability,1
LLM-fulltext,Neuronal_Hypoxia/Ischemia,1
LLM-fulltext,Neuronal_Infection,10
LLM-fulltext,Neuronal_Infection_and_Death,2
LLM-fulltext,Neuronal_Injury,2
LLM-fulltext,Neuronal_Injury_and_Neurodegeneration,1
LLM-fulltext,Neuronal_Injury_and_Synucleinopathy,2
LLM-fulltext,Neuronal_Ischemic_Lesions,1
LLM-fulltext,Neuronal_Loss,2
LLM-fulltext,Neuronal_Morphological_Changes,1
LLM-fulltext,Neuronal_Necrosis,2
LLM-fulltext,Neuronal_Pathology,2
LLM-fulltext,Neuronal_Pathway,9
LLM-fulltext,Neuronal_Pathway_Entry,11
LLM-fulltext,Neuronal_Plasticity_Affect,1
LLM-fulltext,Neuronal_Retrograde_Route,1
LLM-fulltext,Neuronal_Route,1
LLM-fulltext,Neuronal_Route_Entry,1
LLM-fulltext,Neuronal_Route_Involvement,1
LLM-fulltext,Neuronal_Stress_and_Apoptosis,1
LLM-fulltext,Neuronal_Survival,3
LLM-fulltext,Neuronal_TLR2_Activation,4
LLM-fulltext,Neuronal_Targeting,1
LLM-fulltext,Neuronal_Tissue_Damage,1
LLM-fulltext,Neuronal_Toxicity,1
LLM-fulltext,Neuronal_Transport,34
LLM-fulltext,Neuronal_Vulnerability,1
LLM-fulltext,Neuronal_and_Neuroglial_Cell_Damage,1
LLM-fulltext,Neuronal_cell_death,14
LLM-fulltext,Neuronal_damage,1
LLM-fulltext,Neuronal_death,1
LLM-fulltext,Neuronal_death_induction,1
LLM-fulltext,Neuronal_degeneration,1
LLM-fulltext,Neuronal_entry_of_SARS-CoV-2,6
LLM-fulltext,Neuronal_necrosis_and_edema,1
LLM-fulltext,Neuropathogenic_Changes,1
LLM-fulltext,Neuropilin-1_involvement,1
LLM-fulltext,Neuroplasticity_Abnormality,1
LLM-fulltext,Neuroprotection,1
LLM-fulltext,Neuropsychiatric_Complications,1
LLM-fulltext,Neuropsychiatric_Consequences,1
LLM-fulltext,Neuropsychiatric_and_cognitive_impairment,1
LLM-fulltext,Neuroreplicative_Potential,1
LLM-fulltext,Neurosusceptibility,1
LLM-fulltext,Neurotoxic_Aggregate_Accumulation,1
LLM-fulltext,Neurotoxic_Cytokine_Activation,3
LLM-fulltext,Neurotoxic_Cytokine_Release,1
LLM-fulltext,Neurotoxic_Hypoxia,1
LLM-fulltext,Neurotoxicity,3
LLM-fulltext,Neurotoxicity_and_Neurodegeneration,1
LLM-fulltext,Neurotransmission_Disruption,1
LLM-fulltext,Neurotransmitter_Alteration,4
LLM-fulltext,Neurotransmitter_Synthesis_Changes,1
LLM-fulltext,Neurotrophic_and_aggressive_neuroinvasion,1
LLM-fulltext,Neurotrophic_virus_entry,2
LLM-fulltext,Neurotrophin_Dysregulation,6
LLM-fulltext,Neurotropic_Capacity,1
LLM-fulltext,Neurotropic_Route,1
LLM-fulltext,Neurotropic_Strains_Impact,1
LLM-fulltext,Neurotropic_Virus_Impact,8
LLM-fulltext,Neurotropic_Virus_Targeting,1
LLM-fulltext,Neurotropism,37
LLM-fulltext,Neurotropism_of_SARS-CoV-2,5
LLM-fulltext,Neurovascular_Dysfunction,2
LLM-fulltext,Neurovascular_Remodeling,1
LLM-fulltext,Neurovascular_Unit_Affectation,1
LLM-fulltext,Neurovascular_Unit_Disruption,1
LLM-fulltext,Neurovascular_endothelial_function_impairment,1
LLM-fulltext,Neurovascular_inflammation,2
LLM-fulltext,Neurovirulence,1
LLM-fulltext,Neurovirulence_Association,1
LLM-fulltext,Neutrophil_Activation_and_Infiltration,7
LLM-fulltext,Neutrophil_Hyperactivity,1
LLM-fulltext,Neutrophil_Infiltration,1
LLM-fulltext,Neutrophil_Infiltration_and_Inflammation,1
LLM-fulltext,Neutrophil_T_Cell_Infiltration,1
LLM-fulltext,Neutrophilia,1
LLM-fulltext,NfL_Regulation,1
LLM-fulltext,NfL_Release,1
LLM-fulltext,Nicotinic_Acetylcholine_Receptor_Blockage,1
LLM-fulltext,Nicotinic_Cholinergic_System_Dysregulation,1
LLM-fulltext,Nicotinic_Receptor_Modulation,4
LLM-fulltext,Nicotinic_Receptor_Targeting,1
LLM-fulltext,Nicotinic_System_Regulation,1
LLM-fulltext,Nitric_oxide_production,1
LLM-fulltext,Non-cell_Autonomous_Effects,9
LLM-fulltext,Noradrenaline_Mediated_Vascular_Inflammation,1
LLM-fulltext,Not_Susceptible_to_SARS-CoV-2,1
LLM-fulltext,Nuclear_Structure_Reorganization,1
LLM-fulltext,Nuclear_factor-Kβ_Signaling,1
LLM-fulltext,Nucleus_Tractus_Solitarius_Damage,1
LLM-fulltext,Nucleus_tractus_solitarius_infection,1
LLM-fulltext,OAS1_Gene_Association,2
LLM-fulltext,OCD_Symptoms_Exacerbation,2
LLM-fulltext,OE_Basal_Cell_Infection,1
LLM-fulltext,OE_Damage_and_Immune_Reactions,6
LLM-fulltext,OE_Mucus_Secretion_Affect,1
LLM-fulltext,OE_Regeneration_Hindrance,1
LLM-fulltext,OPCs_Infection,2
LLM-fulltext,ORN_Injury,1
LLM-fulltext,OSN_renewal_impairment,1
LLM-fulltext,OX_dysfunction,1
LLM-fulltext,Obstruction_of_Cerebral_Blood_Flow,1
LLM-fulltext,Olfactory_Bulb_Ablation,1
LLM-fulltext,Olfactory_Bulb_Injury,1
LLM-fulltext,Olfactory_Bulb_Neuroinvasion,6
LLM-fulltext,Olfactory_Bulb_Targeting,1
LLM-fulltext,Olfactory_Damage,1
LLM-fulltext,Olfactory_Dysfunction,10
LLM-fulltext,Olfactory_Epithelium_Damage,2
LLM-fulltext,Olfactory_Epithelium_Pathway,1
LLM-fulltext,Olfactory_Nerve_Damage,1
LLM-fulltext,Olfactory_Nerve_Infection,1
LLM-fulltext,Olfactory_Nerve_Transmission,1
LLM-fulltext,Olfactory_Receptor_Damage,1
LLM-fulltext,Olfactory_Route_CNS_Invasion,4
LLM-fulltext,Olfactory_System_Invasion,8
LLM-fulltext,Olfactory_dysfunction,1
LLM-fulltext,Olfactory_epithelial_damage,1
LLM-fulltext,Olfactory_epithelium_damage,1
LLM-fulltext,Olfactory_nerve_as_gateway,1
LLM-fulltext,Olfactory_route,1
LLM-fulltext,Oligodendrocyte_Death,1
LLM-fulltext,Oligodendrocyte_Infection,1
LLM-fulltext,Oligodendrocyte_Invasion,1
LLM-fulltext,Oligodendrocyte_Response,1
LLM-fulltext,Oligodendrocytic_Lineage_Infection,2
LLM-fulltext,Oligodendroglial_Cell_Death,1
LLM-fulltext,Overactivation_of_renin-angiotensin_system,4
LLM-fulltext,Overproduction_of_NETs,1
LLM-fulltext,Oxidative_Stress,119
LLM-fulltext,Oxidative_Stress_Induction,3
LLM-fulltext,Oxidative_Stress_Involvement,1
LLM-fulltext,Oxidative_Stress_Machinery_Activation,4
LLM-fulltext,Oxidative_Stress_Modulation,1
LLM-fulltext,Oxidative_Stress_and_Neuroinflammation,1
LLM-fulltext,Oxidative_and_Nitrosative_Stress,6
LLM-fulltext,Oxidative_phospholipid_generation,2
LLM-fulltext,Oxidative_stress,7
LLM-fulltext,Oxidative_stress_elevation,1
LLM-fulltext,Oxygen_Loss,1
LLM-fulltext,P2X7R_Mediation,3
LLM-fulltext,P2X7R_Regulation,2
LLM-fulltext,P2X7_Antagonist_Action,2
LLM-fulltext,P53_Activation,4
LLM-fulltext,PACS_Related_Executive_Function_Alterations,1
LLM-fulltext,PBC_Infection,1
LLM-fulltext,PBM-mediated_stimulation_of_brain_drainage,3
LLM-fulltext,PBM_stimulation,1
LLM-fulltext,PI3K/Akt_signaling_pathway,2
LLM-fulltext,PRR_Activation,15
LLM-fulltext,PTSD_Symptoms_Worsening,2
LLM-fulltext,Pain_Sensation,1
LLM-fulltext,Paracellular_Migration,1
LLM-fulltext,Paralysis,1
LLM-fulltext,Passage_of_infected_leucocytes,1
LLM-fulltext,Pathogen_Reactivation,1
LLM-fulltext,Pathogenic_Interaction_with_TLR2,3
LLM-fulltext,Pathological_Angiogenesis,1
LLM-fulltext,Pathological_Brain_Aging,1
LLM-fulltext,Pathological_infiltration,1
LLM-fulltext,Pericyte_Dysfunction,4
LLM-fulltext,Peripheral_B_cell_activation,1
LLM-fulltext,Peripheral_Cell_Importance,3
LLM-fulltext,Peripheral_Hyper_Inflammation,1
LLM-fulltext,Peripheral_Hyperinflammation,1
LLM-fulltext,Peripheral_Immune_Cell_Assistance,1
LLM-fulltext,Peripheral_Immune_Cell_Infiltration,2
LLM-fulltext,Peripheral_Immune_Response,1
LLM-fulltext,Peripheral_Immune_Response_Loss,1
LLM-fulltext,Peripheral_Immunological_Activation,1
LLM-fulltext,Peripheral_Inflammation,4
LLM-fulltext,Peripheral_Inflammation_Spread,1
LLM-fulltext,Peripheral_Inflammatory_Processes,1
LLM-fulltext,Peripheral_Inflammatory_Response,1
LLM-fulltext,Peripheral_Lymphocytopenia,1
LLM-fulltext,Peripheral_Lymphopenia,1
LLM-fulltext,Peripheral_Nerve_Infection,1
LLM-fulltext,Peripheral_Sensitization,1
LLM-fulltext,Peripheral_Stimulation,1
LLM-fulltext,Peripheral_and_Central_Sensitization,1
LLM-fulltext,Peripheral_inflammation_or_infection,1
LLM-fulltext,Peripheral_to_CNS_Transmission,1
LLM-fulltext,Perivascular_Infiltration,1
LLM-fulltext,Perivascular_Inflammation,3
LLM-fulltext,Perivascular_T-lymphocyte_Infiltration,1
LLM-fulltext,Permeability_Increase,1
LLM-fulltext,Persistent_Inflammation,1
LLM-fulltext,Persistent_Molecular_Alteration,1
LLM-fulltext,Persistent_SARS-CoV-2_Reservoirs,1
LLM-fulltext,Persistent_Systemic_Inflammation,5
LLM-fulltext,Persistent_Viral_Shedding,2
LLM-fulltext,Phagocytic_Removal,1
LLM-fulltext,Plaque_Rupture,1
LLM-fulltext,Plasma_Cytokine_Storm,1
LLM-fulltext,Platelet_Activation,6
LLM-fulltext,Platelet_Count_Reduction,1
LLM-fulltext,Platelet_Dysfunction,1
LLM-fulltext,Polyclonal_B_Cell_Response,1
LLM-fulltext,Post-Acute_COVID-19_Syndrome,1
LLM-fulltext,Post-COVID-19_Parkinsonism_Promotion,1
LLM-fulltext,Post-infectious_Autoimmune_Effects,1
LLM-fulltext,Post-viral_Immunological_Response,1
LLM-fulltext,Postinfectious_Immune_Mediated_Processes,1
LLM-fulltext,Postinfectious_Immune_Mediated_Response,1
LLM-fulltext,Pre-activation_by_Furin,1
LLM-fulltext,Presence_of_ACE-2_receptors_in_olfactory_epithelium,1
LLM-fulltext,Presence_of_APOE_epsilon4_allele,1
LLM-fulltext,Presence_of_SARS-CoV-2_N-protein,1
LLM-fulltext,Presence_of_monocytes_and_lymphocytes,1
LLM-fulltext,Prion-like_Protein_Transmission,1
LLM-fulltext,Pro-inflammatory_Activity_Modulation,1
LLM-fulltext,Pro-inflammatory_Chemokines_Elevation,1
LLM-fulltext,Pro-inflammatory_Cytokine_Activation,2
LLM-fulltext,Pro-inflammatory_Cytokine_Elevation,1
LLM-fulltext,Pro-inflammatory_Cytokine_Expression,1
LLM-fulltext,Pro-inflammatory_Cytokine_Increase,1
LLM-fulltext,Pro-inflammatory_Cytokine_Release,18
LLM-fulltext,Pro-inflammatory_Cytokine_Secretion,3
LLM-fulltext,Pro-inflammatory_Cytokine_Synthesis,1
LLM-fulltext,Pro-inflammatory_Cytokines_Induction,15
LLM-fulltext,Pro-inflammatory_Cytokines_Upregulation,1
LLM-fulltext,Pro-inflammatory_Cytokines_as_Mediators,2
LLM-fulltext,Pro-inflammatory_Hypercoagulable_State,1
LLM-fulltext,Pro-inflammatory_Mediator_Activation,2
LLM-fulltext,Pro-inflammatory_Response,7
LLM-fulltext,Pro-inflammatory_State,2
LLM-fulltext,Pro-inflammatory_Status,1
LLM-fulltext,Pro-inflammatory_cytokine_production,1
LLM-fulltext,Pro-inflammatory_cytokine_synthesis,1
LLM-fulltext,Pro-inflammatory_state_activation,3
LLM-fulltext,Proinflammatory_Cytokine_Enhancement,1
LLM-fulltext,Proinflammatory_Cytokine_Increase,1
LLM-fulltext,Proinflammatory_Cytokine_Production,1
LLM-fulltext,Proinflammatory_Cytokine_Release,2
LLM-fulltext,Proinflammatory_Cytokines,2
LLM-fulltext,Proinflammatory_DABK/B1R_pathway_activation,1
LLM-fulltext,Proinflammatory_Effects,1
LLM-fulltext,Proinflammatory_Immune_Response,1
LLM-fulltext,Proinflammatory_Influence,1
LLM-fulltext,Proinflammatory_Response,1
LLM-fulltext,Proinflammatory_Response_Stimulation,1
LLM-fulltext,Proinflammatory_cytokine_increase,1
LLM-fulltext,Proinflammatory_cytokines_irritation,1
LLM-fulltext,Proinflammatory_cytokines_release,1
LLM-fulltext,Prolonged_Hypoxia_Exacerbation,1
LLM-fulltext,Prolonged_Recovery_of_Neurotransmission,1
LLM-fulltext,Protease_Activity,6
LLM-fulltext,Protease_Mediation,2
LLM-fulltext,Protein-to-Protein_Interaction,1
LLM-fulltext,Protein_Accumulation,4
LLM-fulltext,Protein_Aggregation,13
LLM-fulltext,Protein_Homeostasis_Disruption,1
LLM-fulltext,Protein_Misfolding_and_Aggregation,1
LLM-fulltext,Protein_Release,1
LLM-fulltext,Protein_clearance_pathway_activation,2
LLM-fulltext,Protein_mimicking,1
LLM-fulltext,Protein_misfolding,1
LLM-fulltext,Protein_misfolding_and_aggregation,3
LLM-fulltext,Proteinopathy,1
LLM-fulltext,Proteostasis_Alteration,4
LLM-fulltext,Proteostasis_Regulation,1
LLM-fulltext,Psychiatric_Disease_Exacerbation,1
LLM-fulltext,Psychiatric_Disorders,2
LLM-fulltext,Psychiatric_Illness_Exacerbation,1
LLM-fulltext,Psychoneuroimmunoendocrine_System_Integration,1
LLM-fulltext,Psychosocial_Intervention_Impact,1
LLM-fulltext,Psychosocial_Stress,2
LLM-fulltext,Psychosocial_stress,2
LLM-fulltext,Pulmonary_Edema,1
LLM-fulltext,Pulmonary_Hypertension,1
LLM-fulltext,Purinergic_System_Modulation,2
LLM-fulltext,QA_Transformation_Chain_Activation,2
LLM-fulltext,RAAS_Impact_on_Brain,9
LLM-fulltext,RAS_Activation,1
LLM-fulltext,RAS_Deregulation,8
LLM-fulltext,RAS_Disruption,12
LLM-fulltext,RAS_Dysregulation,15
LLM-fulltext,RAS_Imbalance,14
LLM-fulltext,RAS_Overactivation,17
LLM-fulltext,RAS_dysregulation,10
LLM-fulltext,ROS/antioxidant_imbalance,4
LLM-fulltext,ROS_Accumulation,1
LLM-fulltext,ROS_Increment,2
LLM-fulltext,ROS_NOS_Production,1
LLM-fulltext,ROS_Overproduction,10
LLM-fulltext,ROS_Production,6
LLM-fulltext,ROS_Reduction,1
LLM-fulltext,ROS_production,1
LLM-fulltext,Rapid_Dissemination_and_Encephalitis,2
LLM-fulltext,Reactive_Astrocyte_Increase,1
LLM-fulltext,Reactive_Astrogliosis,10
LLM-fulltext,Reactive_Gliosis,2
LLM-fulltext,Reactive_Microglia,1
LLM-fulltext,Reactive_Oxygen_Factors,1
LLM-fulltext,Reactive_cellular_components-mediated_neuroinflammation,9
LLM-fulltext,Reactive_oxygen_species/antioxidant_imbalance,1
LLM-fulltext,Receptor_Binding_Endocytosis/Transcytosis,1
LLM-fulltext,Receptor_Expression,3
LLM-fulltext,Redox_Stress,1
LLM-fulltext,Reduced_ACE2_levels,1
LLM-fulltext,Reduced_Blood_Flow,2
LLM-fulltext,Reduced_Brain_Matter,1
LLM-fulltext,Reduced_seizure_threshold,1
LLM-fulltext,Regulatory_Mechanisms,1
LLM-fulltext,Renin-Angiotensin-Pathway_Overreaction,1
LLM-fulltext,Renin-Angiotensin-System_in_the_brain,23
LLM-fulltext,Renin-Angiotensin_System_Imbalance,1
LLM-fulltext,Renin–Angiotensin_System_Impact,1
LLM-fulltext,Respiratory_Control_Disruption,1
LLM-fulltext,Respiratory_Problems,1
LLM-fulltext,Restoration_of_Metal_Ion_Homeostasis,1
LLM-fulltext,Retrograde_Axonal_Transport,15
LLM-fulltext,Retrograde_Dissemination,2
LLM-fulltext,Retrograde_Neuronal_Transport,3
LLM-fulltext,Retrograde_Olfactory_Nerve_Transport,1
LLM-fulltext,Retrograde_Penetration,1
LLM-fulltext,Retrograde_Synaptic_Transport,1
LLM-fulltext,Retrograde_Transport,7
LLM-fulltext,Retrograde_Travel_Through_Olfactory_Nerves,1
LLM-fulltext,Retrograde_axonal_transport,5
LLM-fulltext,Rhabdomyolysis,1
LLM-fulltext,Route_Ocular_Surface,1
LLM-fulltext,S-protein_interaction_with_hemoglobin,2
LLM-fulltext,SARS-CoV-2-induced_neuronal_damage,1
LLM-fulltext,SARS-CoV-2_Activation_of_Viruses,2
LLM-fulltext,SARS-CoV-2_Amyloid_Formation,7
LLM-fulltext,SARS-CoV-2_Amyloids_Inhibit_Antiviral_Response,1
LLM-fulltext,SARS-CoV-2_Amyloids_as_Inflammatory_Stimulus,3
LLM-fulltext,SARS-CoV-2_BBB_Disruption,26
LLM-fulltext,SARS-CoV-2_BBB_Traversal,5
LLM-fulltext,SARS-CoV-2_Binding_to_Heparan_Sulfate,1
LLM-fulltext,SARS-CoV-2_Binding_to_Neuropilin-1,1
LLM-fulltext,SARS-CoV-2_Brain_Entry,1
LLM-fulltext,SARS-CoV-2_Brain_Infection,1
LLM-fulltext,SARS-CoV-2_CNS_Entry,2
LLM-fulltext,SARS-CoV-2_CNS_Infection,4
LLM-fulltext,SARS-CoV-2_CNS_Invasion,7
LLM-fulltext,SARS-CoV-2_CNS_invasion,5
LLM-fulltext,SARS-CoV-2_Cell_Entry,1
LLM-fulltext,SARS-CoV-2_Cellular_Entry_Hindrance,1
LLM-fulltext,SARS-CoV-2_Detection_In_Front_Lobe,1
LLM-fulltext,SARS-CoV-2_Entry,5
LLM-fulltext,SARS-CoV-2_Entry_Enhancement,1
LLM-fulltext,SARS-CoV-2_Entry_Into_Neuronal_Cells,1
LLM-fulltext,SARS-CoV-2_Entry_into_Brain,8
LLM-fulltext,SARS-CoV-2_Entry_into_CNS,1
LLM-fulltext,SARS-CoV-2_Entry_to_Brain,5
LLM-fulltext,SARS-CoV-2_Impact_on_Clock_Genes,5
LLM-fulltext,SARS-CoV-2_Induced_Stroke,33
LLM-fulltext,SARS-CoV-2_Infection,1
LLM-fulltext,SARS-CoV-2_Infection_In_Neocortex,1
LLM-fulltext,SARS-CoV-2_Interaction,1
LLM-fulltext,SARS-CoV-2_Invasion_of_Trigeminal_Nerve,1
LLM-fulltext,SARS-CoV-2_Neuroinvasion,98
LLM-fulltext,SARS-CoV-2_Neurotrophic_Effect,1
LLM-fulltext,SARS-CoV-2_Neurotropism,4
LLM-fulltext,SARS-CoV-2_Presence,1
LLM-fulltext,SARS-CoV-2_Presence_in_Trigeminal_Ganglion,1
LLM-fulltext,SARS-CoV-2_Replication,8
LLM-fulltext,SARS-CoV-2_Spread_to_CNS,2
LLM-fulltext,SARS-CoV-2_Transfer_to_CNS,6
LLM-fulltext,SARS-CoV-2_amyloids_production,1
LLM-fulltext,SARS-CoV-2_amyloids_toxicity,1
LLM-fulltext,SARS-CoV-2_assault_on_brain,4
LLM-fulltext,SARS-CoV-2_binding_to_ACE2,5
LLM-fulltext,SARS-CoV-2_encephalitis/post-infective_encephalitis,3
LLM-fulltext,SARS-CoV-2_entry_into_CNS,12
LLM-fulltext,SARS-CoV-2_infection,7
LLM-fulltext,SARS-CoV-2_infection_and_neurological_impact,6
LLM-fulltext,SARS-CoV-2_infection_impact_on_brain,8
LLM-fulltext,SARS-CoV-2_infection_in_the_CNS,1
LLM-fulltext,SARS-CoV-2_infection_induced_cell_death,1
LLM-fulltext,SARS-CoV-2_infection_of_endothelial_cells,1
LLM-fulltext,SARS-CoV-2_infection_of_trigeminal_nerve_endings,1
