Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Normalized_Input,Category
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,maintenance of blood-brain barrier,decreases,microglia polarization from M2 to M1,CBM,maintenance of blood brain barrier microglia polarization from m2 to m1,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,TP53,increases,microglia polarization from M2 to M1,CBM,tp53 microglia polarization from m2 to m1,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,microglia polarization from M2 to M1,decreases,ferroptosis,CBM,microglia polarization from m2 to m1 ferroptosis,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,microglia polarization from M2 to M1,decreases,IRP activity,CBM,microglia polarization from m2 to m1 irp activity,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,microglia polarization from M2 to M1,decreases,LIP,CBM,microglia polarization from m2 to m1 lip,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,microglia polarization from M2 to M1,increases,Ferritin,CBM,microglia polarization from m2 to m1 ferritin,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,microglia polarization from M2 to M1,increases,cytokine production involved in inflammatory response,CBM,microglia polarization from m2 to m1 cytokine production involved in inflammatory response,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,increases,HAMP,CBM,cytokine production involved in inflammatory response hamp,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Missing,Missing,HAMP,decreases,SLC40A1,CBM,hamp slc40a1,Systemic Cross-Organ Effects
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,TP53,decreases,SLC3A2 binding to SLC7A11,CBM,tp53 slc3a2 binding to slc7a11,Systemic Cross-Organ Effects
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,LIP,increases,TP53,CBM,lip tp53,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,NFKB,decreases,NrF2,CBM,nfkb nrf2,Viral Entry and Neuroinvasion
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,downregulated NrF2,decreases,SLC3A2 binding to SLC7A11,CBM,downregulated nrf2 slc3a2 binding to slc7a11,Viral Entry and Neuroinvasion
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,downregulated NrF2,decreases,GPX4,CBM,downregulated nrf2 gpx4,Viral Entry and Neuroinvasion
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,NFKB,increases,NOS2,CBM,nfkb nos2,Neurodegenerative Mechanisms
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,NOS2,increases,nitric oxide,CBM,nos2 nitric oxide,Viral Entry and Neuroinvasion
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Microglia,Missing,cytokine production involved in inflammatory response,increases,NFKB,CBM,cytokine production involved in inflammatory response nfkb,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Astrocytes,Missing,SLC40A1,increases,LIP,CBM,slc40a1 lip,Systemic Cross-Organ Effects
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Neurons,Missing,nitric oxide,increases,IRP-IRE binding,CBM,nitric oxide irp ire binding,Viral Entry and Neuroinvasion
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Neurons,Missing,IRP-IRE binding,increases,Ferritin,CBM,irp ire binding ferritin,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Neurons,Missing,IRP-IRE binding,decreases,SLC40A1,CBM,irp ire binding slc40a1,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Neurons,Missing,IRP-IRE binding,increases,SLC11A2,CBM,irp ire binding slc11a2,Immune and Inflammatory Response
image_71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,38641847,COVID-19,Neurons,Missing,IRP-IRE binding,increases,TFRC,CBM,irp ire binding tfrc,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,COVID-19,increases,impaired blood-brain barrier function,CBM,covid 19 impaired blood brain barrier function,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,COVID-19,increases,A1 astrocyte,CBM,covid 19 a1 astrocyte,Systemic Cross-Organ Effects
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,COVID-19,increases,M1 astrocyte,CBM,covid 19 m1 astrocyte,Systemic Cross-Organ Effects
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,COVID-19,increases,A1 microglia,CBM,covid 19 a1 microglia,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,COVID-19,increases,M1 microglia,CBM,covid 19 m1 microglia,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,COVID-19,increases,Neuroinflammation,CBM,covid 19 neuroinflammation,Systemic Cross-Organ Effects
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 astrocyte,increases,TNF,CBM,a1 astrocyte tnf,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 astrocyte,increases,IL1B,CBM,a1 astrocyte il1b,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 astrocyte,increases,IL6,CBM,a1 astrocyte il6,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 astrocyte,increases,IFNG,CBM,a1 astrocyte ifng,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 astrocyte,increases,nitric acid,CBM,a1 astrocyte nitric acid,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 astrocyte,increases,reactive oxygen species,CBM,a1 astrocyte reactive oxygen species,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 astrocyte,increases,glutamate(2-),CBM,a1 astrocyte glutamate(2 ),Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 astrocyte,increases,TNF,CBM,m1 astrocyte tnf,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 astrocyte,increases,IL1B,CBM,m1 astrocyte il1b,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 astrocyte,increases,IL6,CBM,m1 astrocyte il6,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 astrocyte,increases,IFNG,CBM,m1 astrocyte ifng,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 astrocyte,increases,nitric acid,CBM,m1 astrocyte nitric acid,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 astrocyte,increases,reactive oxygen species,CBM,m1 astrocyte reactive oxygen species,Uncategorized
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 astrocyte,increases,glutamate(2-),CBM,m1 astrocyte glutamate(2 ),Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 microglia,increases,TNF,CBM,a1 microglia tnf,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 microglia,increases,IL1B,CBM,a1 microglia il1b,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 microglia,increases,IL6,CBM,a1 microglia il6,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 microglia,increases,IFNG,CBM,a1 microglia ifng,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 microglia,increases,nitric acid,CBM,a1 microglia nitric acid,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 microglia,increases,reactive oxygen species,CBM,a1 microglia reactive oxygen species,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,A1 microglia,increases,glutamate(2-),CBM,a1 microglia glutamate(2 ),Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 microglia,increases,TNF,CBM,m1 microglia tnf,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 microglia,increases,IL1B,CBM,m1 microglia il1b,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 microglia,increases,IL6,CBM,m1 microglia il6,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 microglia,increases,IFNG,CBM,m1 microglia ifng,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 microglia,increases,nitric acid,CBM,m1 microglia nitric acid,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 microglia,increases,reactive oxygen species,CBM,m1 microglia reactive oxygen species,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Brain,Missing,M1 microglia,increases,glutamate(2-),CBM,m1 microglia glutamate(2 ),Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,TNF,increases,neurogenesis,CBM,tnf neurogenesis,Immune and Inflammatory Response
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,IL1B,increases,neurogenesis,CBM,il1b neurogenesis,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,IL6,increases,neurogenesis,CBM,il6 neurogenesis,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,IFNG,increases,neurogenesis,CBM,ifng neurogenesis,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,nitric acid,increases,neurogenesis,CBM,nitric acid neurogenesis,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,reactive oxygen species,increases,neurogenesis,CBM,reactive oxygen species neurogenesis,Neurodegenerative Mechanisms
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,glutamate(2-),increases,neurogenesis,CBM,glutamate(2 ) neurogenesis,Viral Entry and Neuroinvasion
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,COVID-19,increases,negative regulation of neurogenesis,CBM,covid 19 negative regulation of neurogenesis,Systemic Cross-Organ Effects
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,negative regulation of neurogenesis,decreases,cognition,CBM,negative regulation of neurogenesis cognition,Neurodegenerative Mechanisms
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,negative regulation of neurogenesis,increases,anxiety,CBM,negative regulation of neurogenesis anxiety,Psychological and Neurological Symptoms
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,negative regulation of neurogenesis,increases,depression,CBM,negative regulation of neurogenesis depression,Psychological and Neurological Symptoms
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,negative regulation of neurogenesis,increases,post-traumatic stress disorder,CBM,negative regulation of neurogenesis post traumatic stress disorder,Psychological and Neurological Symptoms
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,negative regulation of neurogenesis,increases,sleep disorder,CBM,negative regulation of neurogenesis sleep disorder,Psychological and Neurological Symptoms
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,negative regulation of neurogenesis,increases,risk of Parkinson's disease,CBM,negative regulation of neurogenesis risk of parkinson's disease,Uncategorized
image_72,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-3-full.png,36353605,Missing,Hippocampus,Missing,negative regulation of neurogenesis,increases,risk of Alzheimer's disease,CBM,negative regulation of neurogenesis risk of alzheimer's disease,Psychological and Neurological Symptoms
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,COVID-19,increases,mitochondrial dysfunction,CBM,covid 19 mitochondrial dysfunction,Systemic Cross-Organ Effects
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,mitochondrial dysfunction,increases,reactive oxygen species,CBM,mitochondrial dysfunction reactive oxygen species,Systemic Cross-Organ Effects
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,reactive oxygen species,increases,oxidative stress,CBM,reactive oxygen species oxidative stress,Neurodegenerative Mechanisms
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,oxidative stress,increases,DNA Damage,CBM,oxidative stress dna damage,Neurodegenerative Mechanisms
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,Ferritin,increases,reactive oxygen species,CBM,ferritin reactive oxygen species,Uncategorized
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,reactive oxygen species,increases,Cytokine storm,CBM,reactive oxygen species cytokine storm,Immune and Inflammatory Response
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,Cytokine storm,increases,reactive oxygen species,CBM,cytokine storm reactive oxygen species,Immune and Inflammatory Response
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,Cytokine storm,increases,inflammation,CBM,cytokine storm inflammation,Immune and Inflammatory Response
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,Cytokine storm,increases,blood platelet disease,CBM,cytokine storm blood platelet disease,Immune and Inflammatory Response
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,reactive oxygen species,increases,blood platelet disease,CBM,reactive oxygen species blood platelet disease,Viral Entry and Neuroinvasion
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,reactive nitrogen species,increases,blood platelet disease,CBM,reactive nitrogen species blood platelet disease,Viral Entry and Neuroinvasion
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,reactive nitrogen species,increases,microglial cell activation,CBM,reactive nitrogen species microglial cell activation,Immune and Inflammatory Response
image_73,https://www.mdpi.com/neurolint/neurolint-14-00032/article_deploy/html/images/neurolint-14-00032-g002-550.jpg,35645351,Coronavirus endocytosis,Missing,Missing,reactive oxygen species,increases,stroke,CBM,reactive oxygen species stroke,Systemic Cross-Organ Effects
image_74,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig2_HTML.png,35396576,Missing,Missing,Missing,COVID-19,infects,endothelial blood brain barrier,CBM,covid 19 endothelial blood brain barrier,Viral Entry and Neuroinvasion
image_74,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig2_HTML.png,35396576,Missing,Missing,Missing,COVID-19,infects,"Epithelium, Corneal",CBM,"covid 19 epithelium, corneal",Vascular Effects
image_74,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig2_HTML.png,35396576,Missing,Missing,Missing,COVID-19,infects,olfactory epithelium,CBM,covid 19 olfactory epithelium,Viral Entry and Neuroinvasion
image_74,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig2_HTML.png,35396576,Missing,Missing,Missing,COVID-19,infects,blood-cerebrospinal fluid barrier,CBM,covid 19 blood cerebrospinal fluid barrier,Immune and Inflammatory Response
image_74,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig2_HTML.png,35396576,Missing,Missing,Missing,COVID-19,infects,mucosal epithelium,CBM,covid 19 mucosal epithelium,Systemic Cross-Organ Effects
image_74,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig2_HTML.png,35396576,Missing,Missing,Missing,COVID-19,infects,enterocyte,CBM,covid 19 enterocyte,Systemic Cross-Organ Effects
image_74,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig2_HTML.png,35396576,Missing,Missing,Missing,COVID-19,infects,smooth muscle cell,CBM,covid 19 smooth muscle cell,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,Severe acute respiratory syndrome coronavirus 2,increases,SARS-CoV-2 S binding to human ACE2,CBM,severe acute respiratory syndrome coronavirus 2 sars cov 2 s binding to human ace2,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,Severe acute respiratory syndrome coronavirus 2,increases,SARS-CoV-2-human S-TMPRSS2 direct interaction,CBM,severe acute respiratory syndrome coronavirus 2 sars cov 2 human s tmprss2 direct interaction,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,Transcellular Cell Migration of SARS Cov-2,increases,COVID-19,CBM,transcellular cell migration of sars cov 2 covid 19,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,paracellular migration of SARS Cov-2,increases,COVID-19,CBM,paracellular migration of sars cov 2 covid 19,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,retrograde axonal transport of SARS Cov-2,increases,COVID-19,CBM,retrograde axonal transport of sars cov 2 covid 19,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,transcribrial neuroinvasion of SARS Cov-2,increases,COVID-19,CBM,transcribrial neuroinvasion of sars cov 2 covid 19,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,ocular surface neuroinvasion of SARS Cov-2,increases,COVID-19,CBM,ocular surface neuroinvasion of sars cov 2 covid 19,Systemic Cross-Organ Effects
image_75,https://www.frontiersin.org/files/Articles/867825/fnins-16-867825-HTML-r1/image_m/fnins-16-867825-g002.jpg,35592266,Missing,Olfactory Receptor Neurons; choroidal cell of the eye; Optic Nerve,Missing,COVID-19,increases,impaired blood-brain barrier function,CBM,covid 19 impaired blood brain barrier function,Viral Entry and Neuroinvasion
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,Missing,Lung,Missing,Severe acute respiratory syndrome coronavirus 2,increases,mild respiratory COVID-19,CBM,severe acute respiratory syndrome coronavirus 2 mild respiratory covid 19,Systemic Cross-Organ Effects
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,Missing,Lung,Missing,mild respiratory COVID-19,increases,inflammatory response,CBM,mild respiratory covid 19 inflammatory response,Systemic Cross-Organ Effects
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,inflammatory response,increases,CCL11,CBM,inflammatory response ccl11,Immune and Inflammatory Response
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,CCL11,decreases,oligodendrocyte precursor cell,CBM,ccl11 oligodendrocyte precursor cell,Vascular Effects
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,decreased oligodendrocyte progenitor number,decreases,oligodendrocyte,CBM,decreased oligodendrocyte progenitor number oligodendrocyte,Vascular Effects
