Image_number;URL;PMID;Pathophysiological Process;Anatomy;Cell;Subject;Object;Source;Predicate
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Non-neuronal non-glial cell;Missing;replicated Severe acute respiratory syndrome coronavirus 2;olfactory nucleus;CBM;INFECT
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Non-neuronal non-glial cell;Missing;replicated Severe acute respiratory syndrome coronavirus 2;brainstem nucleus;CBM;INFECT
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Non-neuronal non-glial cell;Missing;Severe acute respiratory syndrome coronavirus 2;Exosomes;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Exosomes;microglial cell activation;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;"Limbic neuron; nigrostriatal neuron";Missing;mature microglial cell;Neuronal infection;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;nucleoprotein (SARS-CoV-2);CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;spike glycoprotein (SARS-CoV-2);CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;IL1A;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;IL6;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;TNF;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;TNC;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;FGB;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;Transcription Factors;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;IFITM3;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;MIR148A;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;MIR590;CBM;INCREASE
image_77;https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235;36077138;COVID-19;Missing;Missing;Neuronal infection;SNCA;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Severe acute respiratory syndrome coronavirus 2;ACE2;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;ACE2;Infections;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Infections;neurodegenerative disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Infections;neuropsychiatric disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Infections;cytokine production involved in inflammatory response;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;cytokine production involved in inflammatory response;Cytokine storm;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;cytokine production involved in inflammatory response;Neuroinflammatory Diseases;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;cytokine production involved in inflammatory response;Oxidative Stress;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;cytokine production involved in inflammatory response;cellular damage;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;cytokine production involved in inflammatory response;Cell Physiological Phenomena;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;ACE2;RAS type GTPase family;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;RAS type GTPase family;Cytokine storm;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Cytokine storm;RAS type GTPase family;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Cytokine storm;Genomic Instability;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Cytokine storm;Abnormality of mitochondrial metabolism;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Cytokine storm;cellular senescence;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Cytokine storm;Protein Aggregation, Pathological;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Cytokine storm;inflammatory response;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Genomic Instability;neurodegenerative disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Abnormality of mitochondrial metabolism;neurodegenerative disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;cellular senescence;neurodegenerative disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Protein Aggregation, Pathological;neurodegenerative disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;inflammatory response;neurodegenerative disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Genomic Instability;neuropsychiatric disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Abnormality of mitochondrial metabolism;neuropsychiatric disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;cellular senescence;neuropsychiatric disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;Protein Aggregation, Pathological;neuropsychiatric disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;inflammatory response;neuropsychiatric disease;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;excitotoxicity and  viral infectious disease;Genomic Instability;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;excitotoxicity and  viral infectious disease;Abnormality of mitochondrial metabolism;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;excitotoxicity and  viral infectious disease;cellular senescence;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;excitotoxicity and  viral infectious disease;Protein Aggregation, Pathological;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;excitotoxicity and  viral infectious disease;inflammatory response;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;ACE2;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;peptide antibiotic;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;peptide antibiotic;Infections;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;inflammatory response;CBM;INCREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;antioxidant activity;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;cytokine production involved in inflammatory response;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;Neuroinflammatory Diseases;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;Oxidative Stress;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;cellular damage;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;Cell Physiological Phenomena;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;Genomic Instability;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;Abnormality of mitochondrial metabolism;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;cellular senescence;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;Protein Aggregation, Pathological;CBM;DECREASE
image_78;https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg;33185582;COVID-19;Missing;Missing;D3 vitamins;inflammatory response;CBM;DECREASE
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Anosmia;Missing;Missing;COVID-19;Respiratory Mucosa;CBM;INFECT
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Anosmia;Missing;Missing;COVID-19;sustentacular cell;CBM;INFECT
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Anosmia;Olfactory Bulb;Missing;COVID-19;endotheliitis;CBM;INCREASE
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Anosmia;Olfactory Bulb;Missing;COVID-19;maintenance of blood-brain barrier;CBM;DECREASE
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Anosmia;Olfactory Bulb;Missing;COVID-19;Nerve Degeneration;CBM;INCREASE
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Ageusia;Missing;Missing;COVID-19;Oral Cavity Epithelium;CBM;INFECT
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Ageusia;Missing;Missing;COVID-19;sustentacular cell;CBM;INFECT
image_79;https://www.mdpi.com/encyclopedia/encyclopedia-02-00122/article_deploy/html/images/encyclopedia-02-00122-g001.png;Not_found;Ageusia;Cranial Nerves;Missing;COVID-19;cell division;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;acute stress disorder ;corticotropin-releasing hormone (human);CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;corticotropin-releasing hormone (human);Adrenocorticotropic Hormone;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;Adrenocorticotropic Hormone ;cortisol;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;cortisol ;end organ damage;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;cortisol ;vascular disease;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;cortisol ;coagulopathy;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;cortisol ;negative regulation of immune response;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;cortisol ;inflammatory response;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;cortisol ;hypoxemia;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;cortisol ;acute stress disorder;CBM;DECREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;COVID-19;end organ damage;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;COVID-19;vascular disease;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;COVID-19;coagulopathy;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;COVID-19;negative regulation of immune response;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;COVID-19;inflammatory response;CBM;INCREASE
image_80;https://www.frontiersin.org/files/Articles/727060/fnins-15-727060-HTML-r1/image_m/fnins-15-727060-g001.jpg;34512253;Missing;Hypothalamo-Hypophyseal System;Missing;COVID-19;hypoxemia;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Missing;Nose;Missing;SARS-CoV-2 S binding to ACE2;symbiont entry into host cell;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Missing;Nose;Missing;SARS-CoV-2-human S-TMPRSS2 direct interaction;symbiont entry into host cell;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Missing;Eye;Missing;SARS-CoV-2 S binding to CD147;symbiont entry into host cell;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;maintenance of blood-brain barrier;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;reactive gliosis;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;astrocyte;CBM;DECREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Nerve Degeneration;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Cellular Stress;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;neuron functionality;CBM;DECREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;cytokine production involved in inflammatory response;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;olfactory system functionality;CBM;DECREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;detection of chemical stimulus involved in sensory perception of taste;CBM;DECREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;sensory perception of chemical stimulus;CBM;DECREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Anosmia;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Ageusia;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Hyposmia;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Parosmia;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;inflammatory response;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Hypoxemia;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;cardiovascular system disease;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;brain disease;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Cytotoxicity;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;central nervous system disease;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;peripheral nervous system disease;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;cognition;CBM;DECREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;adult respiratory distress syndrome;CBM;INCREASE
image_81;https://cdnintech.com/media/chapter/84633/1512345123/media/F1.png;Not_found;Covid-19 related dysfunction;Missing;Missing;COVID-19;Abnormality of the musculature;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Endoplasmic Reticulum Stress;Missing;Missing;SARS-CoV2 binding to ACE2;endocytosis involved in viral entry into host cell;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Endoplasmic Reticulum Stress;Missing;Missing;compound X;CAMK2;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Endoplasmic Reticulum Stress;Missing;Missing;CAMK2B;Endoplasmic Reticulum Stress;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Endoplasmic Reticulum Stress;Missing;Missing;CAMK2B;ubiquitin-proteasome system;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Endoplasmic Reticulum Stress;Missing;Missing;Severe acute respiratory syndrome coronavirus 2;Endoplasmic Reticulum Stress;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Endoplasmic Reticulum Stress;Missing;Missing;Severe acute respiratory syndrome coronavirus 2;ubiquitin-proteasome system;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;cytokine depletion;Missing;Missing;TNF;tumor necrosis factor receptor superfamily complex;CBM;TRIGGER
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;tumor necrosis factor receptor superfamily complex;activated IkappaB kinase complex;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;activated IkappaB kinase complex;I-kappaB/NF-kappaB complex;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;TLR3;I-kappaB/NF-kappaB complex;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;TLR7;I-kappaB/NF-kappaB complex;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;TLR9;I-kappaB/NF-kappaB complex;CBM;INCREASE
